id,tenant_id,session_id,student_profile_id,status,remarks
360c7327-19d7-5235-ab50-d7e703c4aadd,ba6e3b18-bccb-5149-adae-530286c8bd10,3fedbc25-ed78-59ef-b400-67237a91acd5,33738804-1b2b-50cc-b7d2-0ad24164afb0,PRESENT,
49ee85ec-c1ab-55a4-8a4d-62d92530242e,ba6e3b18-bccb-5149-adae-530286c8bd10,3fedbc25-ed78-59ef-b400-67237a91acd5,74cc1e32-fe0a-5100-8d80-6bb7705bcbe6,ABSENT,
9d6bd4c3-1e65-5cdd-a622-1a9837ed3d83,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,beae6a5c-0ecb-599f-b1bb-ec9fce8148a9,PRESENT,
74bd4279-9ae1-5d16-9bc0-fbacccb12b47,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,eb6c90ce-a241-563d-996c-819a9aa6176e,PRESENT,
b94f148f-e819-5dfe-a075-5a7e00778769,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,76586480-719f-5de3-9ab5-1c9fc34c3eee,PRESENT,
a0f85226-d7e9-53eb-8a9d-b4918e7fe6d1,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,b6aacb40-729e-5889-b3f8-2a12fb628b82,PRESENT,
a1032e2c-a56d-5817-9428-0141c1d5294d,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,e0faea19-d2b1-58a6-a6ff-7ce6f98a7d9a,PRESENT,
812024bb-5d26-5d8e-8e6b-04c1a4ec6085,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,6db5ddf4-04c5-5a20-9fb0-baaf5a73f749,EXCUSED,
b0d71482-1071-55c2-b6d2-4e7b5fc7c833,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,081beda9-7df2-5f05-afce-a38d0c251d69,PRESENT,
2ebcbd8b-16f0-5d4a-ad6b-bd067de2df6a,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,123324c5-f224-571c-af58-ab32feffa53e,PRESENT,
096ce1e8-b157-5425-a90e-8581ac1513cc,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,60e23548-e040-57aa-b9a2-598fba6ca898,PRESENT,
d217cff7-5e0a-526e-ba61-646c797ac77c,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,ba8e7472-67c7-5992-9ccf-67e87f2ba8ef,PRESENT,
a3a7b544-f323-5ca5-ad5f-60fdb4a617dd,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,e788007e-df24-5904-ac34-39da168cabe9,EXCUSED,Izin keluarga
60edeca8-aef8-5a8a-ba5d-818e55ff0f06,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,02d9b6c9-228e-5cc2-aaf8-cd4ce20e1313,ABSENT,Tanpa keterangan
842ccc39-c146-59f0-ba3c-ab886b1c3b07,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,c2482920-1ed4-5bf4-825c-54d2ad8ec6d3,PRESENT,
ba9fdda4-0cd4-5ea7-8bee-391255f9b8d5,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,7164a791-2b82-59bc-80a8-17a88d36ac62,PRESENT,
eecf7975-3380-5430-a12a-4833275291d5,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,d8741d84-5a67-51ea-92df-6eb27a358a4f,PRESENT,
b580ab4b-6547-5496-bcbd-b072cc400412,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,53e55bdd-efd2-5e03-a01f-82b7098cd8a1,PRESENT,
9fcdf0be-3176-5bcc-9b1b-2f4e23c52f73,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,d426d2ad-f065-5360-9927-c2451db9b689,PRESENT,
aa244b48-6ca6-55e0-93a0-33928a20d575,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,e19f49e8-e099-5c5a-96de-cd844a93d2a9,PRESENT,
630c10a3-295e-5a61-8dd4-668c440d0cbe,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,e38cf2bf-897a-5e3c-b78e-824d70ec5900,PRESENT,
2370972c-2d3e-52da-be44-ce31e57ca469,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,8e5132d7-3d81-5862-b66d-48c323ab8907,ABSENT,Tanpa keterangan
2fb967d0-4c75-52b5-9827-bfbcf50ebc3f,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,16c00cef-4993-53cd-b1d9-3b3da4f9f726,PRESENT,
e571178b-3bb8-5d4e-9b4c-55b70e41ba8b,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,9bf1be8e-bb75-5441-a0ce-d8ead1ae05c3,PRESENT,
7b7029a0-6db5-59d9-a29f-54be36830594,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,b07469ac-ed37-5009-bb1c-656cc60e6f31,PRESENT,
58977070-9eab-5a0e-95b7-034e2e6b5775,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,cca2b142-364f-52ee-b83a-34b665025433,PRESENT,
15a132b4-ea4f-557d-b775-9dd7a8543c5b,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,e209c4a5-8ac3-51dc-86e7-54ef5dc4cda1,PRESENT,
87e20be3-61cd-5c79-83e0-85f03a0c4ca7,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,598985c5-f3d4-5818-83a4-6e0500b44dbc,PRESENT,
cc3f7d27-77e7-5096-a01b-8b434e94b8da,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,7e498419-eb00-558b-b6f7-9f872e3e3917,PRESENT,
0d15041b-422f-5410-b410-b5cdcdd9ba20,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,ef25e751-34fa-50c4-b88f-25ea1fd3acce,PRESENT,
5a93576b-09a5-5792-8cd8-f2229ef84701,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,87bedfb0-3916-584a-81ea-5fd566e03b39,PRESENT,
2c223014-99a0-5973-90a3-e0b7530f387f,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,f1cd3d8d-e807-50da-a966-7bcb5d86bc4d,EXCUSED,
558d2d62-272e-5947-b0b7-3dcf836517fa,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,33738804-1b2b-50cc-b7d2-0ad24164afb0,EXCUSED,
33db6481-e683-5fa7-84e5-bbffb57847fe,ba6e3b18-bccb-5149-adae-530286c8bd10,059cdc7a-0313-560d-a3a3-21a56a1618d6,74cc1e32-fe0a-5100-8d80-6bb7705bcbe6,PRESENT,
76112d6e-6b5c-58bb-8e3c-f3cf7bd43688,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,beae6a5c-0ecb-599f-b1bb-ec9fce8148a9,PRESENT,
4f7f8c24-05ae-5419-8281-e44c809118e1,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,eb6c90ce-a241-563d-996c-819a9aa6176e,EXCUSED,
5cc6d5e8-4fca-54a6-92ee-0f896c37237c,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,76586480-719f-5de3-9ab5-1c9fc34c3eee,PRESENT,
a6e0d244-95e8-5bdf-b798-e3de2ff3ffd8,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,b6aacb40-729e-5889-b3f8-2a12fb628b82,PRESENT,
cfc09af5-704f-5585-9dce-d24596746662,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,e0faea19-d2b1-58a6-a6ff-7ce6f98a7d9a,PRESENT,
f9ab671d-0ae9-55d5-b204-926d11ea2597,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,6db5ddf4-04c5-5a20-9fb0-baaf5a73f749,EXCUSED,Kegiatan sekolah
5e0b5cf9-17c0-5e0f-8e8c-fce9ef58c095,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,081beda9-7df2-5f05-afce-a38d0c251d69,PRESENT,
71f3ddc7-52ab-5b1e-8718-73d9809c287e,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,123324c5-f224-571c-af58-ab32feffa53e,PRESENT,
30b44e00-31a2-55ab-af2b-33b8f9df34b0,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,60e23548-e040-57aa-b9a2-598fba6ca898,PRESENT,
2a21d7e2-e39c-5482-ae35-ce4df854d12b,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,ba8e7472-67c7-5992-9ccf-67e87f2ba8ef,PRESENT,
8abd213d-f234-5612-906c-092db3e694a2,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,e788007e-df24-5904-ac34-39da168cabe9,PRESENT,
ea6e69e5-07b3-578e-a6b2-280285b521c1,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,02d9b6c9-228e-5cc2-aaf8-cd4ce20e1313,PRESENT,
e65ee8bc-1290-513d-8fa9-56b74142f4ff,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,c2482920-1ed4-5bf4-825c-54d2ad8ec6d3,PRESENT,
fc4f8c34-eba2-5039-ac9e-9050ab93fce8,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,7164a791-2b82-59bc-80a8-17a88d36ac62,ABSENT,Alpa
b1bf943a-d60e-533d-bcce-11c916614836,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,d8741d84-5a67-51ea-92df-6eb27a358a4f,PRESENT,
d1cb70dc-ba39-5658-97d0-d2aa14c14709,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,53e55bdd-efd2-5e03-a01f-82b7098cd8a1,PRESENT,
c114b897-b74b-5741-985d-33b8a5d6d9b8,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,d426d2ad-f065-5360-9927-c2451db9b689,PRESENT,
555234dc-934c-5999-8781-1441d362241b,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,e19f49e8-e099-5c5a-96de-cd844a93d2a9,ABSENT,
ce921995-a3f2-5047-91d2-e2c30401b4e0,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,e38cf2bf-897a-5e3c-b78e-824d70ec5900,PRESENT,
87cb11e6-3b62-5ca9-8647-ab6f7ea5cca9,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,8e5132d7-3d81-5862-b66d-48c323ab8907,PRESENT,
20bc2c32-17a2-56ac-a3c7-1bd154101372,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,16c00cef-4993-53cd-b1d9-3b3da4f9f726,PRESENT,
8097ca87-d2c0-5420-a801-2aec99fdc133,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,9bf1be8e-bb75-5441-a0ce-d8ead1ae05c3,PRESENT,
4e0d3175-9fed-5d14-971f-559885247c47,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,b07469ac-ed37-5009-bb1c-656cc60e6f31,PRESENT,
afbdc6c8-0878-5716-97c4-a58ea25ac6f9,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,cca2b142-364f-52ee-b83a-34b665025433,PRESENT,
67f7b3ca-7065-562b-ae8f-88469465d023,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,e209c4a5-8ac3-51dc-86e7-54ef5dc4cda1,PRESENT,
8a31ed3e-a534-53d9-8baf-6bb70fb19247,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,598985c5-f3d4-5818-83a4-6e0500b44dbc,PRESENT,
df3bacab-afa8-5174-b4c3-fa6517313ae8,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,7e498419-eb00-558b-b6f7-9f872e3e3917,PRESENT,
03e995c6-0f4c-5c35-823b-77bcc82fac05,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,ef25e751-34fa-50c4-b88f-25ea1fd3acce,PRESENT,
b8278b45-a2a6-5105-825b-c700fdfbec01,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,87bedfb0-3916-584a-81ea-5fd566e03b39,PRESENT,
1605dfef-4fb4-5a60-bdd5-632eada35414,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,f1cd3d8d-e807-50da-a966-7bcb5d86bc4d,PRESENT,
074e9be3-d470-5644-972d-01d2ae338ec8,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,33738804-1b2b-50cc-b7d2-0ad24164afb0,PRESENT,
6c848eb4-7ed5-539d-8803-22b374eeaf55,ba6e3b18-bccb-5149-adae-530286c8bd10,9fba9f2d-19f9-5d85-85c2-5d61a6ba5982,74cc1e32-fe0a-5100-8d80-6bb7705bcbe6,PRESENT,
09009680-b3c1-5a2e-ad9c-07c986bc05af,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,beae6a5c-0ecb-599f-b1bb-ec9fce8148a9,PRESENT,
111fc806-6f4c-5dac-9f42-235abaacc2e1,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,eb6c90ce-a241-563d-996c-819a9aa6176e,PRESENT,
82e5163a-f003-5148-9da7-606615da06a7,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,76586480-719f-5de3-9ab5-1c9fc34c3eee,PRESENT,
7f443030-8944-55df-bb79-3f76eabe8424,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,b6aacb40-729e-5889-b3f8-2a12fb628b82,PRESENT,
813dd08f-32d5-5f24-8516-2a71a30889b0,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,e0faea19-d2b1-58a6-a6ff-7ce6f98a7d9a,PRESENT,
c84f8a77-bdf7-563d-bd4d-206d4ceb8d55,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,6db5ddf4-04c5-5a20-9fb0-baaf5a73f749,PRESENT,
c6d479ef-3e8c-5c23-9675-750ef7a0e87a,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,081beda9-7df2-5f05-afce-a38d0c251d69,PRESENT,
9479de6b-f9dd-5054-bf52-003d712e649a,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,123324c5-f224-571c-af58-ab32feffa53e,SICK,
580ddb94-079a-5d18-b6b8-71d2a1567a55,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,60e23548-e040-57aa-b9a2-598fba6ca898,EXCUSED,Izin keluarga
2fb4c2e8-5a6a-54ae-9edd-a278f60691bf,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,ba8e7472-67c7-5992-9ccf-67e87f2ba8ef,PRESENT,
2e786047-1a8e-5326-ab49-9ac5313c809c,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,e788007e-df24-5904-ac34-39da168cabe9,PRESENT,
7e23ecee-c918-5820-b07c-12eb0ffa4024,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,02d9b6c9-228e-5cc2-aaf8-cd4ce20e1313,PRESENT,
4707f655-dbc8-5565-a94c-5a3eddab99fc,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,c2482920-1ed4-5bf4-825c-54d2ad8ec6d3,ABSENT,Tanpa keterangan
38a919f1-3334-5f02-b4c7-1d8df0fcefc2,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,7164a791-2b82-59bc-80a8-17a88d36ac62,SICK,
2cc8c1c4-45b0-551a-821a-4fe94675498c,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,d8741d84-5a67-51ea-92df-6eb27a358a4f,PRESENT,
6d378ac6-ff77-5331-a57c-dd18cf59375e,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,53e55bdd-efd2-5e03-a01f-82b7098cd8a1,PRESENT,
0e8cb231-d04f-59dc-bd99-942be6519352,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,d426d2ad-f065-5360-9927-c2451db9b689,PRESENT,
1b130402-58b6-51a4-8367-336c8c4e789a,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,e19f49e8-e099-5c5a-96de-cd844a93d2a9,PRESENT,
fdb5eba6-e8eb-5531-811e-81ef8bf78b4c,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,e38cf2bf-897a-5e3c-b78e-824d70ec5900,PRESENT,
d461f1e9-2975-5fa7-81c1-7a9ad78089d0,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,8e5132d7-3d81-5862-b66d-48c323ab8907,PRESENT,
ccdad783-4fdc-5880-b9b0-7c2be0ae6331,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,16c00cef-4993-53cd-b1d9-3b3da4f9f726,PRESENT,
0e9f677e-cea0-580d-8c10-b8570461c63e,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,9bf1be8e-bb75-5441-a0ce-d8ead1ae05c3,PRESENT,
ce2eb542-8b0b-5a24-9495-e9fb49e52388,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,b07469ac-ed37-5009-bb1c-656cc60e6f31,EXCUSED,Kegiatan sekolah
a2a61aaf-3321-5c0b-95fd-f59775ae6488,ba6e3b18-bccb-5149-adae-530286c8bd10,6bbcfe2b-507b-564d-ac85-5543eba832d6,cca2b142-364f-52ee-b83a-34b665025433,PRESENT,
