id,tenant_id,teacher_subject_id,academic_period_id,assessment_type_id,weight
eaa55d67-7db3-5265-999a-d48c587485c6,ba6e3b18-bccb-5149-adae-530286c8bd10,aeb5ec83-94e5-5cc1-83d5-e756814e525f,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
3aeebb0b-0622-5e74-aaa9-85f9cadffcf2,ba6e3b18-bccb-5149-adae-530286c8bd10,aeb5ec83-94e5-5cc1-83d5-e756814e525f,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
6b1134ae-5e8e-5ef3-9ea2-17758bf4409f,ba6e3b18-bccb-5149-adae-530286c8bd10,aeb5ec83-94e5-5cc1-83d5-e756814e525f,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
cb636ad1-125b-53e4-baad-46c7757f0717,ba6e3b18-bccb-5149-adae-530286c8bd10,aeb5ec83-94e5-5cc1-83d5-e756814e525f,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
d672e139-4ddb-5d4d-b371-359b0b99085e,ba6e3b18-bccb-5149-adae-530286c8bd10,aeb5ec83-94e5-5cc1-83d5-e756814e525f,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
07bb63ef-c174-5469-ba56-852f085832af,ba6e3b18-bccb-5149-adae-530286c8bd10,aeb5ec83-94e5-5cc1-83d5-e756814e525f,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
d3789056-0492-51aa-a157-bc789348b648,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
12ff8217-13f6-5a97-a8ff-08932954e092,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
3a5b9f5a-e554-5891-b6f9-4d9d9a9016fc,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
9ea7775b-8496-59e4-9e6d-2624c807fc98,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
14f3d328-e0df-585e-8c5b-86ac9ee1d0c8,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
d6ca765e-2165-5483-929c-b38eab8a030a,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
9ec36859-1617-5ed4-b379-32c9c6283141,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
923885d1-b371-5531-b5d5-9351a7109752,ba6e3b18-bccb-5149-adae-530286c8bd10,8497a95d-a4eb-5bbe-9b5f-43e6af100e0b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
22599be2-6f3d-52d5-9fbd-6a14dcc987f5,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
2df48200-622c-5cfd-9d1e-8c4606a4781f,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
c2e671ba-ba0a-5322-bc4d-010be8a62b49,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
95b6a5ba-85c4-581b-bf30-bcd24e050701,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
348e8574-1f3e-5dcc-b4ae-a3c2a1c6ef80,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
d7cc5a42-70c0-5f31-9456-9d905c06d0cd,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
90b36cef-7664-5632-a16d-705e4d0f1e2b,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
84d46129-ca94-5b05-b816-9107690617aa,ba6e3b18-bccb-5149-adae-530286c8bd10,8bb90ecd-dca5-53c9-a558-fdbc7da885c4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
8ee36095-eaac-5970-86d7-5bcb97819237,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
7edcda7b-faab-5e6b-bf2b-7764ca2fe068,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
46623ef7-f94a-5dce-881f-4c9eeb9ff318,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
126ad626-96a3-5231-8011-467c25e0f64b,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
21ad478f-33c5-5a5d-9dbb-29acf8e7f438,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
8a69e532-3169-5cf6-8143-7f6f70e22b1a,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
f8381868-72ed-579d-b43b-b62b05f7310e,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
622fd601-6e39-55a4-9f01-10f1c712beea,ba6e3b18-bccb-5149-adae-530286c8bd10,88c3443c-89de-5aae-8b34-ea7f1836146b,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
4fa6c233-fd7e-5d49-85ff-28cff84c002b,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
29f9572e-fc8d-5eff-9bda-c666e8a48f51,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
30f10dfd-6775-5309-968b-9483b913fc4e,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
8a2bd890-77a3-5fb8-8571-b3266482e5fb,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
5c191895-06d6-50ea-aa61-7b02ba0b5968,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
783dc387-188d-5437-8180-880d47887d3f,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
9b746213-5825-5e2a-8df5-3030b8680185,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
74daac58-e0d3-5467-9da2-7de0bcf9590a,ba6e3b18-bccb-5149-adae-530286c8bd10,af6d4507-3c6c-557b-9c15-281a32ec4cc5,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
881d9320-4c39-56c8-bb24-119d02954188,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
4aa8e646-e0c4-5f87-ad1c-c0a6302c7d8b,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
cd1f5ab3-b4aa-57c6-9e20-6ca533de966f,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
720ca4cb-5fe3-57f5-b0c9-f05d0ff333da,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
8639f96e-d01c-5559-815a-7b56aaaa4ce8,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
c66da448-7df6-5746-bc6f-26b04aeee040,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
a30c71a6-d81f-5cfa-89f2-f05f1085566a,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
1703ad4c-a21b-5dfc-85f0-c7ea60d7ef39,ba6e3b18-bccb-5149-adae-530286c8bd10,462a0521-6b00-5d93-8521-f8c7efae58c9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
a44c0a0f-04d1-5429-8887-ba708cb2d32f,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
d3b169f6-1212-5703-862e-bde6810b6b02,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
d8c6bed8-4b33-5bbe-b817-9c94a06376ac,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
274e9022-cffd-5965-8672-dc2fe4187a14,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
21012cf2-d3f3-5d10-9efa-8a34357040e4,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
2611620f-19dc-5ded-8114-b2e2eeb1e540,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
56ba0176-7e5e-5e31-91cd-f2a462750962,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
8d42ee85-6989-5c7e-9b44-508c3826f20c,ba6e3b18-bccb-5149-adae-530286c8bd10,e808e054-36cf-546f-aa92-a2d0ef5026cf,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
5e506098-3970-5f82-b4c4-82607a0950c8,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
541bc601-51e5-56e2-9d46-ada0515dcdf1,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
e9ce4883-6593-5f20-b144-390ef60df48f,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
20b28790-dac4-5b79-a5e3-2dc2f3dd8315,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
1a72b8b3-d966-534a-ae3d-15bd727864ee,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
630a898a-7164-5e19-8740-47effefc7bd7,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
d7ab417f-11bd-5d62-9328-64115d9663a6,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
91f10bab-0690-538c-a020-ad3a412fdf77,ba6e3b18-bccb-5149-adae-530286c8bd10,8588ab01-38c6-58f0-af7c-54644fd5757d,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
476545a3-d62e-5957-93d5-86d41cabad3d,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
a32c57eb-95d0-50e2-ae08-63341fc6d7f4,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
03aa699b-dafe-5345-8f81-7b38a6ef7c04,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
4d81700f-4b40-5a4d-ac52-533eba415b21,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
64c65c87-27a5-5320-adcb-ed205a226365,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
e4f9feb1-8e7e-54bf-9974-3008b79547c9,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
5f1f2c9e-c795-5df1-8ecb-922f3c460742,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
e0053805-d7a4-5da4-a270-b2601e42557a,ba6e3b18-bccb-5149-adae-530286c8bd10,3ae02e4e-43f9-583b-818f-ccecb5d2a746,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
66edc365-ce9b-5db7-bd21-928f8c5322c4,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
bffcb59f-9e4c-5459-9877-4d06486f9d5a,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
bfc0c73b-1b67-5245-8c66-e6abf0a34cd2,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
a70853f6-89cf-5e76-aba6-c03128d9347b,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
ba607d98-1cba-5cae-abda-33740b7ed413,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
a49f793a-3394-5558-8cfd-be8645279fd1,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
dddc5625-771d-593f-94e2-8bde6186a85d,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
ebe1cb12-c35c-5946-b0e4-e3f2ad6b4442,ba6e3b18-bccb-5149-adae-530286c8bd10,31a409de-af2d-5a18-8fc8-79d02c98203c,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
a09840cf-142d-52d5-950b-927378ec06af,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
d03231b8-03c9-56ce-a46f-0e08f96cec3a,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
c1bfcb93-689f-5929-937d-fd16a939934d,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
b7be4c0a-b784-5fb8-8d58-f08db5604aaf,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
6bb56fae-6bf8-5e6c-ae35-869ca0724879,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,20
f1f8a4e0-d92a-5542-8e9a-24aa11a97c2a,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,30
3ad433e5-0d27-5e7f-b89d-18fde115b4d8,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
489359b7-b3e1-5a10-8b9f-7a3f5fef9fbd,ba6e3b18-bccb-5149-adae-530286c8bd10,5de1e6f2-0f26-5813-bb9f-82ed73a7a663,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
305b30c9-c936-5f0b-80c0-e501c73b4a90,ba6e3b18-bccb-5149-adae-530286c8bd10,1e4b6b9c-d19f-5269-acdb-1b2dc877c143,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,20
df8c25f5-eda9-569e-9602-8b172dbe36de,ba6e3b18-bccb-5149-adae-530286c8bd10,1e4b6b9c-d19f-5269-acdb-1b2dc877c143,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,30
3533ca19-4eeb-53ec-9534-7f033de3c3cd,ba6e3b18-bccb-5149-adae-530286c8bd10,1e4b6b9c-d19f-5269-acdb-1b2dc877c143,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,25
b636eb56-8292-5e39-bca8-264394f57bc1,ba6e3b18-bccb-5149-adae-530286c8bd10,1e4b6b9c-d19f-5269-acdb-1b2dc877c143,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,25
