id,tenant_id,class_subject_id,academic_period_id,assessment_type_id,name,weight
47588c8b-d6a8-5c31-bd2c-ceeac523ea43,ba6e3b18-bccb-5149-adae-530286c8bd10,88c0f758-067b-5839-a1d6-944c3f0b7dae,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
866b49c2-456d-562d-9115-5937c67bd682,ba6e3b18-bccb-5149-adae-530286c8bd10,88c0f758-067b-5839-a1d6-944c3f0b7dae,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
2f1e35ec-ffdb-51ed-ba23-a9d9918abf27,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
e750bb94-8bb6-55a3-ba94-700051062af8,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
443cc0d9-4330-5116-8ca0-1d5bf5ecd665,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
14c89cbb-5a33-5cef-8fca-6ecdf3362c8b,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
6ee8ec2f-0adc-5fd7-9709-05486e7706fd,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
0c97b7de-d076-50e2-9cc5-3300c8656d58,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
251c665a-3c62-58ad-8c80-d3ce6e1a9cc6,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
d741875d-f971-5d8b-9aeb-9fdc8ab6dbb1,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
23a431a3-eb7e-50ec-ad40-6e7308216694,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
e7d0d660-db3b-592b-a762-4c913a3a25cb,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
ed45e179-05c3-5c6a-808e-e39c93a106d3,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
757d227f-dd66-53fd-8c2a-e6952dc45e49,ba6e3b18-bccb-5149-adae-530286c8bd10,5bea57e7-d907-50db-a843-84a82a117cb9,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
72a5f0b4-3dac-516a-8518-d5bb09ce6145,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
5b83326d-b684-5cf8-95b9-accbd9436333,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
efd13999-87af-5f68-88ae-d609d726c602,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
681c0ccd-6bb9-5eeb-83fe-737b81d8436a,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
eaea571e-1ab1-5aa4-94cc-1473f2745bcb,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
f6131ce2-6d23-5f2d-825b-64d9f4e5ee02,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
422ea559-3d39-5836-989b-17d95254fe07,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
8e0f0955-0b75-562c-9694-823a09c4eb2a,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
15738819-2e3f-5b57-9504-8780bb8b669b,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
99ec127d-67f0-5682-b9c3-fa8a17e5a3c6,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
1c6c24f3-6aba-5591-b2ec-7ce4b9e580c0,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
073b7544-cf8f-5735-8d51-cda93adfbfe4,ba6e3b18-bccb-5149-adae-530286c8bd10,838ebba2-8649-5d97-8757-7ad2efd344f4,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
1f732503-999f-588f-bea1-27a7138ede3b,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
ba73600d-4ba5-5713-a1fb-89f52cd947ad,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
db591d07-67c2-55c7-88a5-b9a7211b8016,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
fc8374f9-4da6-5a66-8a12-9797dedac8bd,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
2c1c8a07-6bae-53d1-b5bc-8737c0d18d23,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
79d5986f-06aa-5d12-86b8-cadeca904586,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
1f5f664e-f264-5bfa-af00-b2f8a1befe75,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
db55c356-f4f7-5305-9a96-7239221ad9a0,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
5c25ab2a-3757-52a3-a010-0cf89a328def,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
af6d7b81-45ee-548a-a6d6-d8509553ef07,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
b50b18d6-7a66-5f9b-a192-632e3a42c156,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
3c9f0bf8-97d2-5022-a33e-099526d1bf73,ba6e3b18-bccb-5149-adae-530286c8bd10,ea4f6005-81c8-541b-acc7-26c68abc1279,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
af2bc3c8-cfad-5fa6-965a-305a0812a2da,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
e188386c-b125-5294-8027-9194a04613a1,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
76bfe11e-5ad2-546e-92cc-f0c0f868e81e,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
57a9bd8e-a53b-5cef-b135-229aef5da436,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
c0776d8e-d757-5fbb-8679-581cefa5639a,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
e9419421-881c-5a0a-8f07-62a78069f5f6,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
95541237-0902-591e-9b8c-b48de092a4f0,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
dbae0be2-267b-5a1c-8e29-c9415151e63c,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
3e626294-a914-586d-b758-00c2f5851f79,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
80d1cba0-1859-50c2-aaa8-1d670913d9d1,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
ad10794b-0d9b-5266-a5b4-d02025d574c8,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
0a909d68-c9c8-5d83-930b-2757cdddbb71,ba6e3b18-bccb-5149-adae-530286c8bd10,611acb37-f6ec-5da7-a69f-cea437c90abc,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
e9d325ed-f921-590a-9979-c9e8b725e378,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
4b895845-7f67-55f0-8cd9-b5f5e955ab53,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
6a092a55-9f96-5dd3-a1dd-9775803cfc76,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
d60eaacb-2545-58e6-b676-84e21347f3fb,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
d942ce88-2f8a-5f6b-96a8-03bcad57c183,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
2cde1a61-bd07-5671-ba59-3ba89b45d4cc,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
f2667284-3990-5fb9-a393-db3b94de7a7d,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
34fc4307-77e6-57b4-bf63-93038b41ae80,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
f56469d1-d448-56f6-864b-181c10eb6417,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
f99af2b7-5ade-5865-9673-329ad3d548f2,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
7c704bd0-533f-514d-80ad-574e4cf73e67,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
02259773-79a3-530a-ac37-91cc1dce854a,ba6e3b18-bccb-5149-adae-530286c8bd10,eec32953-77fb-5a44-a869-5513bad862db,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
19bd8a17-9903-5462-8372-f057df0caa8e,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
4436b560-3e47-534d-a582-92d7b9229b0b,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
7ec813d2-5c85-509a-81aa-935eada42529,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
899e0c64-3961-5845-b486-e8fd37b053a7,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
608e8674-ba9c-51cc-9e95-78e4df6dccb3,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
6efea5b1-4d8b-5887-bca6-46cad0dbae71,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
b6de0991-612a-5ff3-94f5-39aa91131627,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
4dab9b4e-2db3-5b99-9a35-76b5b5971a3d,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 2,0
0323b110-dfb9-53cb-ac80-d8d7a9f9702b,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 1,0
27b0f1f3-4e37-53cc-8eb5-29895e798a79,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,a5b229e1-239d-5810-a028-4b59d3fb9234,Tugas 2,0
8a752e8a-8dcf-5528-a27f-6d77c296c98f,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,f1647786-a0cb-5378-99b1-bd4f23e9575f,UTS,0
ef039205-38cc-5611-9a07-dd7b245b1c54,ba6e3b18-bccb-5149-adae-530286c8bd10,cb4daf32-f845-53c2-90f0-49981b1baa81,ba99bb29-56fc-512c-b0da-8b49ebcfa90e,6068849c-6bf8-5d1f-b9ef-bdcdb71e131b,UAS,0
b65bff3a-07f1-5d69-bc9a-828d22227331,ba6e3b18-bccb-5149-adae-530286c8bd10,ae0335bd-ae1f-5f64-975a-eaf221b16dd4,4acc22e2-8ad7-5219-955c-3b1e99ea61ec,95302cff-330c-5296-8fb8-18dc020c81b5,Kuis 1,0
