id,tenant_id,class_id,academic_year_id,subject_id,teacher_profile_id,is_deleted,deleted_at
cfdf2b0b-17a2-540c-9e81-81bf4b655578,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,b0202fb3-4ca2-5a4f-919b-3ccbf7f219d7,false,
8b447ecb-43be-57df-a00d-9b8244496c65,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,00c3af43-13d5-5c2c-8f75-e36d060383a7,false,
81d635e7-849c-5ca1-ac70-46cbd5cf71c4,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,971bdd6a-4506-526d-bd8e-9c87380e4e9b,false,
630e036f-d8e2-5cd6-a529-286892c5f97b,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,0230c193-200d-5bed-9ead-34842c6d18b4,false,
8f6181dd-ac9c-5319-9857-1981be34b998,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,0e37cefe-e1fa-5ee7-a661-b1033d27e458,false,
619635dc-5529-58fd-8b7c-c28f90be6518,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,bcc13dfb-7319-55c7-ad90-3b058a43d34a,e47aa9cc-a619-5ca7-9bb7-c85bf9b9938b,false,
48d0c1de-efb0-59a0-a0de-cf4d56e65461,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,ac6b4f70-62c0-5d91-b20e-93cacd1a833b,d8b7c21d-f8af-5c45-a828-90065b406bc1,false,
68f1f9dd-afd8-5177-8b48-3017649d1b63,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,65910519-c93f-5c5a-b535-6253a402e739,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
7cb72425-2483-532c-a0b0-a106025b1601,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,aa8bdda9-11b9-5657-a1f4-031235cb0d0d,7443ae89-0ec2-52af-8e13-7202ac374873,false,
20a022c9-f5cf-5146-aa9c-6fb5c15716bb,ba6e3b18-bccb-5149-adae-530286c8bd10,a052acd3-dcbd-527b-a01c-390b0eff0315,f2f27eaa-0811-5703-8e39-d8d94c77e366,4155fd4c-28d7-5763-8798-87bcceed7402,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
1b12d209-7c46-5b03-b42e-5a83185414d3,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,00c3af43-13d5-5c2c-8f75-e36d060383a7,false,
bf81d151-d740-578e-8429-243712840ad8,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,971bdd6a-4506-526d-bd8e-9c87380e4e9b,false,
fa5cf72e-a830-53db-b6ef-2709e7075466,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,0230c193-200d-5bed-9ead-34842c6d18b4,false,
d7d1887b-f15f-55f3-a71a-b9c3fa93cdac,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,0e37cefe-e1fa-5ee7-a661-b1033d27e458,false,
cf0a53e8-beab-5840-ad96-e7584add4676,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,e47aa9cc-a619-5ca7-9bb7-c85bf9b9938b,false,
24d0423f-2d86-50fb-b85e-b0f5865d44d4,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,bcc13dfb-7319-55c7-ad90-3b058a43d34a,d8b7c21d-f8af-5c45-a828-90065b406bc1,false,
377a808b-2039-5e06-9997-921a2e9f931f,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,ac6b4f70-62c0-5d91-b20e-93cacd1a833b,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
825e1c99-c265-52a7-8d8f-4d39b0615572,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,65910519-c93f-5c5a-b535-6253a402e739,7443ae89-0ec2-52af-8e13-7202ac374873,false,
276cd17c-2ce2-5981-b789-d5df7a25fb5d,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,aa8bdda9-11b9-5657-a1f4-031235cb0d0d,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
30e5b656-6846-56f5-afa8-47c913fca7a0,ba6e3b18-bccb-5149-adae-530286c8bd10,dd210a63-95a7-5294-aeb3-90b476414c54,f2f27eaa-0811-5703-8e39-d8d94c77e366,4155fd4c-28d7-5763-8798-87bcceed7402,97dd20dc-d6ee-561e-99e2-ee3fc626909a,false,
84263320-38f2-54ff-b5e8-51e43c1bdf8e,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,971bdd6a-4506-526d-bd8e-9c87380e4e9b,false,
aa34047b-ae6e-5898-abfe-9e3b569bf4d4,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,0230c193-200d-5bed-9ead-34842c6d18b4,false,
45eec0df-f717-5310-b7de-75e1223c3d5d,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,0e37cefe-e1fa-5ee7-a661-b1033d27e458,false,
94a24412-5820-5153-91f2-5b3019042e80,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,e47aa9cc-a619-5ca7-9bb7-c85bf9b9938b,false,
d98c8aaa-672e-5c59-837e-af325fa79eb6,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,d8b7c21d-f8af-5c45-a828-90065b406bc1,false,
23fb131c-481a-5989-8765-4c5286f87ccd,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,bcc13dfb-7319-55c7-ad90-3b058a43d34a,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
482bf6f2-6aa1-543f-9eec-ec49106e5c48,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,ac6b4f70-62c0-5d91-b20e-93cacd1a833b,7443ae89-0ec2-52af-8e13-7202ac374873,false,
222bf9bf-035f-5d02-9a23-9a44253e2c2f,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,65910519-c93f-5c5a-b535-6253a402e739,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
aaad3132-a30c-5ccb-acab-44de8470bb19,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,aa8bdda9-11b9-5657-a1f4-031235cb0d0d,97dd20dc-d6ee-561e-99e2-ee3fc626909a,false,
96f9adde-dca6-52ee-add7-a958ab3466f1,ba6e3b18-bccb-5149-adae-530286c8bd10,352cb480-e68d-5f92-8158-9edc471bbb2a,f2f27eaa-0811-5703-8e39-d8d94c77e366,4155fd4c-28d7-5763-8798-87bcceed7402,1a5d8526-24d1-5b81-b857-0621ef4e53cc,false,
916ca561-dfb2-5222-b922-082d4c90aff2,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,0230c193-200d-5bed-9ead-34842c6d18b4,false,
73baeb7d-e858-5805-9dc4-55eea3d5f6c2,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,0e37cefe-e1fa-5ee7-a661-b1033d27e458,false,
ee179a5d-6538-527d-b85d-f1fbc5cc134b,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,e47aa9cc-a619-5ca7-9bb7-c85bf9b9938b,false,
95f864c0-8c1c-53cf-b2b4-6b90cdb5d1d3,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,d8b7c21d-f8af-5c45-a828-90065b406bc1,false,
898e7448-2f42-568a-b939-4fb79356fb61,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
3be7377a-8a48-53b1-a679-e6ab54125140,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,bcc13dfb-7319-55c7-ad90-3b058a43d34a,7443ae89-0ec2-52af-8e13-7202ac374873,false,
c8d0e6a1-ae58-53ff-914b-2ec8c7f5b1c0,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,ac6b4f70-62c0-5d91-b20e-93cacd1a833b,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
646515ef-2b6d-575a-b9d8-748f6bd753ac,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,65910519-c93f-5c5a-b535-6253a402e739,97dd20dc-d6ee-561e-99e2-ee3fc626909a,false,
6242d0b3-074e-5c62-9e23-6351eb82dcf2,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,aa8bdda9-11b9-5657-a1f4-031235cb0d0d,1a5d8526-24d1-5b81-b857-0621ef4e53cc,false,
588ea43b-113d-5784-8afc-90f3a95523f2,ba6e3b18-bccb-5149-adae-530286c8bd10,7530c464-acbe-5368-ab04-034db541e883,f2f27eaa-0811-5703-8e39-d8d94c77e366,4155fd4c-28d7-5763-8798-87bcceed7402,9563a7bc-954d-52ba-87da-c7a6cb3d1777,false,
63e91957-06f3-5ff5-92e1-fc18f9096fc7,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,0e37cefe-e1fa-5ee7-a661-b1033d27e458,false,
423f25c8-6d20-5283-b996-0568d4b3e729,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,e47aa9cc-a619-5ca7-9bb7-c85bf9b9938b,false,
affca419-35de-53d6-bef7-24cfe1e58c8a,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,d8b7c21d-f8af-5c45-a828-90065b406bc1,false,
31354473-c5e0-539c-8b12-286485a51e5e,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
9c98a8c2-413f-5ba7-a5c3-17606a05e2f5,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,7443ae89-0ec2-52af-8e13-7202ac374873,false,
8a6f680d-db50-5b6f-a4d2-4d7a7649d331,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,bcc13dfb-7319-55c7-ad90-3b058a43d34a,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
351b636d-328e-5397-b205-d6ff896a3c2d,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,ac6b4f70-62c0-5d91-b20e-93cacd1a833b,97dd20dc-d6ee-561e-99e2-ee3fc626909a,false,
d29a7dd1-8ea8-536c-87e0-5cd49d1525ee,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,65910519-c93f-5c5a-b535-6253a402e739,1a5d8526-24d1-5b81-b857-0621ef4e53cc,false,
c9d1beed-4ff5-5337-9a57-1029c77fddc4,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,aa8bdda9-11b9-5657-a1f4-031235cb0d0d,9563a7bc-954d-52ba-87da-c7a6cb3d1777,false,
6c3bc599-ec4a-5021-afba-7fdaf2774040,ba6e3b18-bccb-5149-adae-530286c8bd10,1ad673c2-f6b6-5f00-a41e-a751dc60f755,f2f27eaa-0811-5703-8e39-d8d94c77e366,4155fd4c-28d7-5763-8798-87bcceed7402,a1c51438-8134-5260-bbd7-9102d9897b76,false,
b8a60a26-7865-5af2-a970-79a694a56110,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,e47aa9cc-a619-5ca7-9bb7-c85bf9b9938b,false,
375db565-440b-5274-81a6-04b74bfab05c,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,d8b7c21d-f8af-5c45-a828-90065b406bc1,false,
4d0395ef-5bdb-5fa3-8d9f-b8149646b3a2,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
8f931686-02b6-5033-b6e2-586685be9c1c,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,7443ae89-0ec2-52af-8e13-7202ac374873,false,
692cb63e-bd74-5f7e-aaf5-101e2d1c57eb,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
fdf2a70b-057a-530a-9d28-5d0dc749099a,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,bcc13dfb-7319-55c7-ad90-3b058a43d34a,97dd20dc-d6ee-561e-99e2-ee3fc626909a,false,
464bed86-b7f1-5d97-8906-4710a5755f6f,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,ac6b4f70-62c0-5d91-b20e-93cacd1a833b,1a5d8526-24d1-5b81-b857-0621ef4e53cc,false,
9d69e236-b4aa-5d18-8d2e-63c7b16f38b2,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,65910519-c93f-5c5a-b535-6253a402e739,9563a7bc-954d-52ba-87da-c7a6cb3d1777,false,
927c3218-4b53-5b11-9327-f1e583959cbb,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,aa8bdda9-11b9-5657-a1f4-031235cb0d0d,a1c51438-8134-5260-bbd7-9102d9897b76,false,
f22acd6e-5b59-592c-9984-c795b586ab8f,ba6e3b18-bccb-5149-adae-530286c8bd10,0b87b1cc-7d57-5bb9-a26c-a2800ee47273,f2f27eaa-0811-5703-8e39-d8d94c77e366,4155fd4c-28d7-5763-8798-87bcceed7402,7e12dcb9-b261-50ec-b1bb-9b446f487543,false,
5ede0a53-2af7-54f9-81a8-61530f3beac3,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,d8b7c21d-f8af-5c45-a828-90065b406bc1,false,
63637413-6aa4-546e-9ac6-35d3a079a6d2,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
c7e301f8-d210-5435-8c18-3b9301d87b34,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,7443ae89-0ec2-52af-8e13-7202ac374873,false,
467499fd-296e-5e94-b431-c879dad2edca,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
6ce73e2e-6b03-5ada-a725-fb5b73eccb36,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,97dd20dc-d6ee-561e-99e2-ee3fc626909a,false,
2c9fe2a7-9f4a-590c-ad1e-f4ac88a7ba32,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,bcc13dfb-7319-55c7-ad90-3b058a43d34a,1a5d8526-24d1-5b81-b857-0621ef4e53cc,false,
be9a6fac-8709-5972-b93f-beb292ccd76e,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,ac6b4f70-62c0-5d91-b20e-93cacd1a833b,9563a7bc-954d-52ba-87da-c7a6cb3d1777,false,
1e40c360-53f9-5935-b436-8e6062cc860a,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,65910519-c93f-5c5a-b535-6253a402e739,a1c51438-8134-5260-bbd7-9102d9897b76,false,
96333ade-79b4-5352-a3a9-9c889e0ad033,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,aa8bdda9-11b9-5657-a1f4-031235cb0d0d,7e12dcb9-b261-50ec-b1bb-9b446f487543,false,
af89abc9-7ac2-5525-82b4-be8e2a3bb7c5,ba6e3b18-bccb-5149-adae-530286c8bd10,261cb4ae-9547-526e-9744-bc0a828e67cc,f2f27eaa-0811-5703-8e39-d8d94c77e366,4155fd4c-28d7-5763-8798-87bcceed7402,a5293469-8b23-520f-8883-b873f0bd5e86,false,
360e1b4a-152f-5044-a8b8-c60b2ef5fe04,ba6e3b18-bccb-5149-adae-530286c8bd10,0d4c2504-e6ad-5835-8bb8-d799851e3473,f2f27eaa-0811-5703-8e39-d8d94c77e366,d057220b-e94d-5bd8-b874-95f3629d9b74,d0531f69-6a63-534d-abf9-201dd6a1e87e,false,
eb92db47-9955-5467-a4be-69a1f77c9023,ba6e3b18-bccb-5149-adae-530286c8bd10,0d4c2504-e6ad-5835-8bb8-d799851e3473,f2f27eaa-0811-5703-8e39-d8d94c77e366,da6f2fe7-c371-5900-8dc9-c33019a52992,7443ae89-0ec2-52af-8e13-7202ac374873,false,
51f2a2ba-8053-529b-bb67-80fdad9b940f,ba6e3b18-bccb-5149-adae-530286c8bd10,0d4c2504-e6ad-5835-8bb8-d799851e3473,f2f27eaa-0811-5703-8e39-d8d94c77e366,bb8e78e2-8d41-529a-a31c-a9fd8c374d6b,232861c8-2dc9-5dc2-8285-8ef446fe5271,false,
f1f7c712-029b-55cc-b6e2-a2d34fe9ef4c,ba6e3b18-bccb-5149-adae-530286c8bd10,0d4c2504-e6ad-5835-8bb8-d799851e3473,f2f27eaa-0811-5703-8e39-d8d94c77e366,3e467514-5ee7-5952-8db1-b8dc8a82f8a8,97dd20dc-d6ee-561e-99e2-ee3fc626909a,false,
7d442754-f076-5d1e-9c43-af4497fa542f,ba6e3b18-bccb-5149-adae-530286c8bd10,0d4c2504-e6ad-5835-8bb8-d799851e3473,f2f27eaa-0811-5703-8e39-d8d94c77e366,9997a700-8a3e-5f87-8fda-8f41db168c52,1a5d8526-24d1-5b81-b857-0621ef4e53cc,false,
